Date,Region,Product_Category,Units_Sold,Revenue,Marketing_Spend,Customer_Satisfaction
2023-07-16 09:49:21.952390480,North America,Clothing,153,31667.24,8703.57,5.0
2023-07-16 15:04:47.337467488,Europe,Sports,667,39859.47,6468.91,8.6
2023-07-16 20:20:12.722544504,South America,Beauty,400,39196.42,2371.24,4.4
2023-07-17 01:35:38.107621520,South America,Sports,822,18089.32,1661.43,9.0
2023-07-17 06:51:03.492698536,Europe,Beauty,685,28926.38,6313.48,9.7
2023-07-17 12:06:28.877775552,South America,Sports,178,41736.32,9018.29,8.1
2023-07-17 17:21:54.262852568,North America,Clothing,999,34561.64,7211.77,5.3
2023-07-17 22:37:19.647929584,Europe,Beauty,307,1547.61,3550.61,6.2
2023-07-18 03:52:45.033006600,North America,Electronics,242,17166.93,5915.1,6.9
2023-07-18 09:08:10.418083616,North America,Beauty,912,7651.55,3176.54,7.6
2023-07-18 14:23:35.803160632,North America,Clothing,280,12032.12,9991.58,8.0
2023-07-18 19:39:01.188237648,North America,Beauty,69,45321.73,7513.51,7.3
2023-07-19 00:54:26.573314664,Europe,Sports,305,2326.22,6182.38,6.1
2023-07-19 06:09:51.958391680,North America,Sports,476,11380.14,4290.27,9.3
2023-07-19 11:25:17.343468688,North America,Clothing,244,15823.68,6219.71,4.5
2023-07-19 16:40:42.728545704,South America,Home,686,31035.76,3482.0,6.8
2023-07-19 21:56:08.113622720,Europe,Sports,715,26938.03,385.76,8.7
2023-07-20 03:11:33.498699736,Europe,Electronics,243,11304.34,4011.38,4.4
2023-07-20 08:26:58.883776752,Asia,Clothing,377,8629.93,9311.76,8.2
2023-07-20 13:42:24.268853768,Europe,Beauty,704,12221.5,6300.38,8.9
2023-07-20 18:57:49.653930784,Europe,Beauty,854,25375.22,931.16,8.0
2023-07-21 00:13:15.039007800,Asia,Electronics,241,13923.3,8861.44,4.1
2023-07-21 05:28:40.424084816,Europe,Sports,882,47406.32,2761.86,5.1
2023-07-21 10:44:05.809161832,Europe,Clothing,500,23461.33,2513.32,6.1
2023-07-21 15:59:31.194238848,Europe,Electronics,628,3410.4,3041.2,5.4
2023-07-21 21:14:56.579315864,Europe,Sports,512,36598.69,5814.3,9.8
2023-07-22 02:30:21.964392880,Asia,Clothing,899,16777.84,5492.41,7.9
2023-07-22 07:45:47.349469896,Europe,Beauty,744,32847.7,4965.0,5.8
2023-07-22 13:01:12.734546904,Europe,Clothing,601,14339.92,7203.61,9.6
2023-07-22 18:16:38.119623920,Asia,Home,755,28751.82,3233.72,8.4
2023-07-22 23:32:03.504700936,South America,Clothing,390,38721.55,7842.44,5.7
2023-07-23 04:47:28.889777952,North America,Home,705,46436.43,1835.68,6.3
2023-07-23 10:02:54.274854968,South America,Clothing,437,13425.79,7847.95,5.2
2023-07-23 15:18:19.659931984,Asia,Home,706,17075.42,6671.72,9.8
2023-07-23 20:33:45.045009000,North America,Beauty,655,23481.19,6863.76,7.1
2023-07-24 01:49:10.430086016,Asia,Sports,741,46395.15,4867.38,9.4
2023-07-24 07:04:35.815163032,Asia,Home,809,45118.65,6703.32,6.1
2023-07-24 12:20:01.200240048,Europe,Home,373,4948.97,889.99,9.2
2023-07-24 17:35:26.585317064,North America,Beauty,211,7030.53,8530.36,4.3
2023-07-24 22:50:51.970394080,Europe,Home,891,25027.7,649.92,9.9
2023-07-25 04:06:17.355471096,North America,Electronics,155,5777.65,1572.54,9.5
2023-07-25 09:21:42.740548104,Asia,Beauty,845,17606.25,5810.22,6.2
2023-07-25 14:37:08.125625120,Asia,Electronics,648,7845.08,7420.17,8.6
2023-07-25 19:52:33.510702136,South America,Beauty,466,31984.0,854.89,8.5
2023-07-26 01:07:58.895779152,North America,Home,144,47500.02,9215.57,9.4
2023-07-26 06:23:24.280856168,Europe,Electronics,635,49838.32,9738.72,5.8
2023-07-26 11:38:49.665933184,South America,Home,273,19074.44,6098.91,6.8
2023-07-26 16:54:15.051010200,South America,Beauty,73,30151.13,4864.31,9.2
2023-07-26 22:09:40.436087216,South America,Home,500,42885.25,7439.81,8.7
2023-07-27 03:25:05.821164232,Europe,Electronics,656,6314.37,3350.74,6.4
2023-07-27 08:40:31.206241248,South America,Electronics,50,34633.44,4983.32,9.1
2023-07-27 13:55:56.591318264,Europe,Home,305,20737.76,9169.9,4.3
2023-07-27 19:11:21.976395280,South America,Clothing,12,10704.23,9560.99,8.7
2023-07-28 00:26:47.361472296,Europe,Beauty,922,20436.3,9277.98,5.2
2023-07-28 05:42:12.746549304,Asia,Beauty,715,4260.03,2698.24,5.7
2023-07-28 10:57:38.131626320,Asia,Home,984,34922.65,2401.44,7.0
2023-07-28 16:13:03.516703336,Asia,Clothing,119,13010.76,3046.88,6.7
2023-07-28 21:28:28.901780352,Asia,Electronics,230,15914.58,4468.98,7.1
2023-07-29 02:43:54.286857368,Asia,Sports,379,6493.52,3210.26,7.3
2023-07-29 07:59:19.671934384,South America,Sports,377,43300.63,3804.71,6.0
2023-07-29 13:14:45.057011400,South America,Home,445,24925.49,6244.31,5.1
2023-07-29 18:30:10.442088416,South America,Clothing,927,28821.27,7649.0,8.6
2023-07-29 23:45:35.827165432,Europe,Clothing,13,28686.92,7382.03,6.4
2023-07-30 05:01:01.212242448,Europe,Beauty,253,20819.41,8162.79,7.0
2023-07-30 10:16:26.597319464,Europe,Electronics,911,10030.23,418.63,7.9
2023-07-30 15:31:51.982396480,Europe,Clothing,175,37384.07,572.56,9.5
2023-07-30 20:47:17.367473496,Asia,Sports,35,6789.29,7914.89,8.2
2023-07-31 02:02:42.752550512,Asia,Electronics,404,5641.75,5377.48,4.3
2023-07-31 07:18:08.137627520,Asia,Electronics,483,35652.18,5823.59,9.0
2023-07-31 12:33:33.522704536,North America,Home,26,10837.43,620.61,9.9
2023-07-31 17:48:58.907781552,South America,Clothing,737,15685.25,2627.61,6.8
2023-07-31 23:04:24.292858568,Europe,Home,101,24023.76,6419.71,9.8
2023-08-01 04:19:49.677935584,Europe,Clothing,492,22742.89,8605.9,7.3
2023-08-01 09:35:15.063012600,Asia,Beauty,552,35574.67,9178.14,6.8
2023-08-01 14:50:40.448089616,Europe,Home,214,31359.87,5054.15,6.0
2023-08-01 20:06:05.833166632,Europe,Home,511,32397.61,5500.19,7.9
2023-08-02 01:21:31.218243648,South America,Sports,940,35845.69,8347.19,5.4
2023-08-02 06:36:56.603320664,Asia,Home,409,14984.33,5422.48,4.6
2023-08-02 11:52:21.988397680,South America,Clothing,216,16455.5,5216.9,4.2
2023-08-02 17:07:47.373474696,North America,Sports,628,22180.89,9060.33,5.8
2023-08-02 22:23:12.758551712,North America,Home,155,15719.38,7920.33,6.4
2023-08-03 03:38:38.143628720,North America,Home,888,49254.42,9099.82,7.3
2023-08-03 08:54:03.528705736,Asia,Beauty,110,40795.57,2260.65,5.8
2023-08-03 14:09:28.913782752,Europe,Home,889,8650.41,5291.32,9.9
2023-08-03 19:24:54.298859768,Asia,Electronics,839,776.91,8440.47,5.8
2023-08-04 00:40:19.683936784,Asia,Sports,889,2617.77,1200.36,6.6
2023-08-04 05:55:45.069013800,Europe,Electronics,250,12581.14,7967.16,4.6
2023-08-04 11:11:10.454090816,South America,Sports,932,6157.42,1911.44,5.6
2023-08-04 16:26:35.839167832,North America,Beauty,768,26900.24,8100.38,4.3
2023-08-04 21:42:01.224244848,South America,Home,172,42970.76,6158.81,7.4
2023-08-05 02:57:26.609321864,North America,Home,893,36969.14,2013.04,8.5
2023-08-05 08:12:51.994398880,Asia,Home,182,11172.65,4786.21,5.2
2023-08-05 13:28:17.379475896,North America,Sports,511,20265.31,6850.86,6.2
2023-08-05 18:43:42.764552912,Asia,Home,556,25640.76,6375.14,4.1
2023-08-05 23:59:08.149629928,South America,Electronics,293,40605.19,4329.75,9.0
2023-08-06 05:14:33.534706936,Asia,Home,368,42036.52,9003.73,8.7
2023-08-06 10:29:58.919783952,South America,Beauty,390,45531.06,5240.71,4.4
2023-08-06 15:45:24.304860968,Europe,Electronics,879,25707.64,5108.09,6.2
2023-08-06 21:00:49.689937984,Europe,Home,914,34866.6,716.28,9.7
2023-08-07 02:16:15.075015000,Europe,Home,981,6034.12,9228.99,6.4
2023-08-07 07:31:40.460092016,Asia,Clothing,920,28481.8,1853.45,7.2
2023-08-07 12:47:05.845169032,Europe,Sports,542,12810.24,5330.61,6.1
2023-08-07 18:02:31.230246048,North America,Electronics,829,21869.99,8055.32,7.6
2023-08-07 23:17:56.615323064,South America,Clothing,172,31885.5,2232.99,9.9
2023-08-08 04:33:22.000400080,South America,Beauty,618,13220.8,5321.0,10.0
2023-08-08 09:48:47.385477096,North America,Sports,316,3083.16,2482.78,8.6
2023-08-08 15:04:12.770554112,Asia,Electronics,348,1006.58,7620.98,6.4
2023-08-08 20:19:38.155631128,Asia,Home,64,1596.9,5686.98,7.0
2023-08-09 01:35:03.540708136,South America,Electronics,992,913.31,8574.16,6.1
2023-08-09 06:50:28.925785152,Europe,Home,342,5962.58,8956.12,9.9
2023-08-09 12:05:54.310862168,Asia,Sports,136,12354.69,6522.46,8.2
2023-08-09 17:21:19.695939184,Asia,Home,949,11450.46,7281.37,6.7
2023-08-09 22:36:45.081016200,North America,Beauty,714,49346.43,5537.28,4.1
2023-08-10 03:52:10.466093216,North America,Home,252,15647.3,3905.84,7.1
2023-08-10 09:07:35.851170232,Europe,Beauty,870,6807.33,6516.37,9.9
2023-08-10 14:23:01.236247248,Asia,Sports,609,27505.35,9092.06,7.1
2023-08-10 19:38:26.621324264,Asia,Sports,857,42968.89,4225.14,5.1
2023-08-11 00:53:52.006401280,North America,Electronics,418,34063.99,3212.66,4.1
2023-08-11 06:09:17.391478296,Asia,Beauty,512,15156.06,3945.53,6.1
2023-08-11 11:24:42.776555312,South America,Beauty,736,28300.0,4410.44,9.5
2023-08-11 16:40:08.161632328,North America,Clothing,613,35885.37,828.25,10.0
2023-08-11 21:55:33.546709336,Europe,Clothing,312,36541.17,5034.57,9.7
2023-08-12 03:10:58.931786352,North America,Clothing,473,33493.65,4993.71,8.4
2023-08-12 08:26:24.316863368,Asia,Home,244,43605.12,5925.59,7.3
2023-08-12 13:41:49.701940384,Europe,Clothing,705,43570.22,3691.92,7.5
2023-08-12 18:57:15.087017400,North America,Beauty,47,29157.36,6169.77,7.2
2023-08-13 00:12:40.472094416,South America,Home,148,21777.89,8794.34,8.2
2023-08-13 05:28:05.857171432,South America,Sports,204,32257.73,9559.16,6.5
2023-08-13 10:43:31.242248448,North America,Electronics,536,41001.49,5877.76,8.0
2023-08-13 15:58:56.627325464,South America,Clothing,778,779.78,521.65,4.7
2023-08-13 21:14:22.012402480,South America,Sports,656,49603.85,9695.44,5.6
2023-08-14 02:29:47.397479496,South America,Beauty,10,9553.24,7088.03,9.0
2023-08-14 07:45:12.782556512,Europe,Electronics,570,23777.32,3426.04,9.4
2023-08-14 13:00:38.167633528,South America,Sports,105,43665.47,1556.86,7.2
2023-08-14 18:16:03.552710544,South America,Electronics,722,11639.5,1519.84,4.2
2023-08-14 23:31:28.937787552,South America,Clothing,422,24101.36,1760.67,9.6
2023-08-15 04:46:54.322864568,Europe,Beauty,547,7062.82,551.17,8.2
2023-08-15 10:02:19.707941584,North America,Electronics,864,20056.28,9031.33,6.5
2023-08-15 15:17:45.093018600,Asia,Sports,438,9268.21,5453.61,7.6
2023-08-15 20:33:10.478095616,South America,Clothing,244,18499.57,7029.6,6.6
2023-08-16 01:48:35.863172632,North America,Clothing,358,18986.48,8298.27,6.8
2023-08-16 07:04:01.248249648,South America,Sports,765,49661.95,7936.26,9.3
2023-08-16 12:19:26.633326664,Europe,Sports,879,49743.24,8837.8,5.0
2023-08-16 17:34:52.018403680,North America,Electronics,490,6181.92,9675.82,4.6
2023-08-16 22:50:17.403480696,Europe,Home,848,36435.45,4446.8,4.0
2023-08-17 04:05:42.788557712,South America,Clothing,405,3061.4,9508.32,5.9
2023-08-17 09:21:08.173634728,South America,Electronics,360,1994.5,7260.57,4.9
2023-08-17 14:36:33.558711744,Europe,Sports,425,5714.03,799.62,5.3
2023-08-17 19:51:58.943788752,Asia,Electronics,895,48291.54,6849.65,4.1
2023-08-18 01:07:24.328865768,Europe,Sports,925,47072.75,6898.49,5.4
2023-08-18 06:22:49.713942784,South America,Beauty,896,10099.43,9068.02,6.0
2023-08-18 11:38:15.099019800,Europe,Sports,60,8502.78,3792.03,4.2
2023-08-18 16:53:40.484096816,Asia,Sports,90,12406.49,5890.62,7.6
2023-08-18 22:09:05.869173832,Europe,Sports,45,26019.58,220.66,7.4
2023-08-19 03:24:31.254250848,Asia,Home,76,28700.38,3387.54,4.6
2023-08-19 08:39:56.639327864,Asia,Sports,650,11468.87,716.21,7.6
2023-08-19 13:55:22.024404880,Europe,Clothing,891,37952.83,5266.54,10.0
2023-08-19 19:10:47.409481896,Europe,Clothing,676,15822.88,8192.73,9.7
2023-08-20 00:26:12.794558912,North America,Electronics,766,46145.5,2143.78,4.0
2023-08-20 05:41:38.179635928,South America,Home,632,33007.77,5321.67,8.8
2023-08-20 10:57:03.564712944,Asia,Electronics,689,22099.38,2119.69,6.1
2023-08-20 16:12:28.949789952,North America,Clothing,490,39600.64,1294.82,4.4
2023-08-20 21:27:54.334866968,Europe,Clothing,477,40986.77,5158.87,5.8
2023-08-21 02:43:19.719943984,South America,Beauty,151,14878.84,883.57,5.9
2023-08-21 07:58:45.105021000,North America,Sports,365,17315.87,5914.81,7.1
2023-08-21 13:14:10.490098016,Asia,Clothing,718,46829.78,410.24,8.0
2023-08-21 18:29:35.875175032,North America,Electronics,480,8654.68,1156.48,8.5
2023-08-21 23:45:01.260252048,Asia,Electronics,630,2586.45,5544.98,5.5
2023-08-22 05:00:26.645329064,Europe,Sports,897,22975.74,5954.93,5.9
2023-08-22 10:15:52.030406080,South America,Sports,600,40159.89,386.97,5.9
2023-08-22 15:31:17.415483096,South America,Beauty,911,38697.57,5776.43,6.2
2023-08-22 20:46:42.800560112,South America,Home,682,46016.77,8401.18,10.0
2023-08-23 02:02:08.185637128,Europe,Electronics,448,26893.43,7250.93,8.7
2023-08-23 07:17:33.570714144,Asia,Sports,540,5453.2,1398.73,9.8
2023-08-23 12:32:58.955791160,Europe,Electronics,136,29640.1,5965.5,8.2
2023-08-23 17:48:24.340868168,South America,Sports,214,39030.58,6755.3,6.4
2023-08-23 23:03:49.725945184,Europe,Clothing,38,5119.74,468.59,6.3
2023-08-24 04:19:15.111022200,Europe,Electronics,454,9046.54,8567.94,6.9
2023-08-24 09:34:40.496099216,Europe,Clothing,975,1108.39,9072.05,6.5
2023-08-24 14:50:05.881176232,Asia,Electronics,728,29885.8,8519.48,9.0
2023-08-24 20:05:31.266253248,North America,Home,473,44393.35,8263.85,6.8
2023-08-25 01:20:56.651330264,North America,Beauty,289,33697.83,7475.16,5.8
2023-08-25 06:36:22.036407280,Europe,Clothing,160,49110.98,6370.98,8.6
2023-08-25 11:51:47.421484296,North America,Sports,249,3620.17,6818.41,9.1
2023-08-25 17:07:12.806561312,North America,Home,275,45198.55,8083.31,6.5
2023-08-25 22:22:38.191638328,Europe,Electronics,703,40796.38,6658.73,8.0
2023-08-26 03:38:03.576715344,Europe,Clothing,114,16054.96,3344.5,4.4
2023-08-26 08:53:28.961792360,South America,Electronics,946,48689.56,3822.01,7.2
2023-08-26 14:08:54.346869368,North America,Electronics,442,14752.92,8980.87,4.3
2023-08-26 19:24:19.731946384,Asia,Electronics,922,44520.58,269.51,4.2
2023-08-27 00:39:45.117023400,Europe,Beauty,506,44097.05,7018.32,7.7
2023-08-27 05:55:10.502100416,South America,Beauty,449,38004.05,9552.3,5.8
2023-08-27 11:10:35.887177432,Asia,Sports,757,28391.79,7091.66,8.5
2023-08-27 16:26:01.272254448,North America,Clothing,694,6440.14,9939.73,9.4
2023-08-27 21:41:26.657331464,South America,Home,167,26832.6,6906.69,4.8
2023-08-28 02:56:52.042408480,Europe,Home,181,18161.41,440.19,8.3
2023-08-28 08:12:17.427485496,Asia,Home,503,39714.74,8287.4,7.1
2023-08-28 13:27:42.812562512,Europe,Electronics,979,38027.4,2917.84,4.7
2023-08-28 18:43:08.197639528,North America,Beauty,320,45575.32,4515.97,7.9
2023-08-28 23:58:33.582716544,Asia,Clothing,412,1234.09,3189.71,7.7
2023-08-29 05:13:58.967793560,North America,Electronics,678,40550.61,2758.69,7.1
2023-08-29 10:29:24.352870576,North America,Beauty,779,46953.87,4370.92,9.6
2023-08-29 15:44:49.737947584,South America,Beauty,685,39570.37,3849.64,7.1
2023-08-29 21:00:15.123024600,Europe,Clothing,668,6944.63,6370.05,9.9
2023-08-30 02:15:40.508101616,Asia,Clothing,912,4523.32,8150.2,7.1
2023-08-30 07:31:05.893178632,North America,Clothing,675,1531.84,3041.18,4.7
2023-08-30 12:46:31.278255648,North America,Electronics,472,31622.89,2215.84,6.8
2023-08-30 18:01:56.663332664,Asia,Sports,376,31668.8,6702.26,5.1
2023-08-30 23:17:22.048409680,North America,Clothing,559,49352.23,6736.17,7.6
2023-08-31 04:32:47.433486696,South America,Sports,652,20203.14,9021.2,8.2
2023-08-31 09:48:12.818563712,South America,Electronics,879,16929.36,257.86,6.8
2023-08-31 15:03:38.203640728,South America,Sports,264,31409.03,8545.1,4.6
2023-08-31 20:19:03.588717744,South America,Home,217,41367.63,5257.92,6.8
2023-09-01 01:34:28.973794760,North America,Sports,459,46870.31,6250.89,4.5
2023-09-01 06:49:54.358871776,Asia,Clothing,104,40254.65,1004.58,8.1
2023-09-01 12:05:19.743948784,Asia,Electronics,869,21620.36,4382.89,8.7
2023-09-01 17:20:45.129025800,Asia,Clothing,848,31928.25,2350.29,9.8
2023-09-01 22:36:10.514102816,Asia,Home,487,42886.82,2616.83,4.9
2023-09-02 03:51:35.899179832,Europe,Clothing,692,24785.18,5090.54,7.2
2023-09-02 09:07:01.284256848,Asia,Clothing,771,11225.99,8143.31,7.4
2023-09-02 14:22:26.669333864,Europe,Clothing,199,8901.31,7463.43,9.5
2023-09-02 19:37:52.054410880,Europe,Beauty,720,507.81,5950.9,7.8
2023-09-03 00:53:17.439487896,South America,Home,493,36052.78,5440.24,4.9
2023-09-03 06:08:42.824564912,Europe,Clothing,742,5999.31,4330.33,6.6
2023-09-03 11:24:08.209641928,North America,Clothing,545,12570.04,9729.83,7.9
2023-09-03 16:39:33.594718944,Europe,Clothing,765,15244.88,5645.91,8.2
2023-09-03 21:54:58.979795960,South America,Electronics,432,28238.8,2614.27,9.2
2023-09-04 03:10:24.364872976,Europe,Beauty,845,20198.89,2377.9,5.1
2023-09-04 08:25:49.749949984,North America,Electronics,649,33896.36,6152.4,9.7
2023-09-04 13:41:15.135027000,North America,Beauty,614,3254.11,5275.99,4.4
2023-09-04 18:56:40.520104016,North America,Clothing,821,6634.99,176.21,9.9
2023-09-05 00:12:05.905181032,South America,Home,142,25210.97,8317.65,9.1
2023-09-05 05:27:31.290258048,South America,Sports,64,17179.76,7070.81,8.0
2023-09-05 10:42:56.675335064,Asia,Sports,998,15142.76,6652.11,8.4
2023-09-05 15:58:22.060412080,South America,Clothing,519,3817.89,780.93,4.4
2023-09-05 21:13:47.445489096,North America,Electronics,679,44838.1,3684.35,4.2
2023-09-06 02:29:12.830566112,North America,Home,550,34745.02,9360.28,4.6
2023-09-06 07:44:38.215643128,South America,Beauty,419,6520.1,8639.63,4.5
2023-09-06 13:00:03.600720144,Europe,Clothing,220,3719.77,2926.88,7.3
2023-09-06 18:15:28.985797160,South America,Home,675,48756.19,1654.88,5.3
2023-09-06 23:30:54.370874176,South America,Home,302,34218.04,4545.97,9.2
2023-09-07 04:46:19.755951192,North America,Beauty,996,21164.08,3622.72,6.7
2023-09-07 10:01:45.141028200,Asia,Home,743,35235.69,6854.04,8.2
2023-09-07 15:17:10.526105216,North America,Electronics,124,37938.42,9667.7,7.9
2023-09-07 20:32:35.911182232,Asia,Electronics,958,39108.13,3693.71,5.9
2023-09-08 01:48:01.296259248,North America,Electronics,679,24154.93,716.02,5.5
2023-09-08 07:03:26.681336264,South America,Home,268,21779.2,8986.38,6.1
2023-09-08 12:18:52.066413280,North America,Electronics,772,1045.89,475.7,8.8
2023-09-08 17:34:17.451490296,North America,Beauty,131,46364.58,9532.38,7.5
2023-09-08 22:49:42.836567312,North America,Home,308,30363.74,6679.34,5.5
2023-09-09 04:05:08.221644328,South America,Sports,784,10556.12,9422.72,8.9
2023-09-09 09:20:33.606721344,South America,Home,390,46020.37,2076.63,4.3
2023-09-09 14:35:58.991798360,South America,Beauty,570,45789.13,502.93,8.2
2023-09-09 19:51:24.376875376,South America,Sports,898,49464.62,4933.28,6.6
2023-09-10 01:06:49.761952392,Asia,Home,850,43765.8,4561.17,8.4
2023-09-10 06:22:15.147029400,Asia,Electronics,510,49890.33,3381.77,9.6
2023-09-10 11:37:40.532106416,Europe,Clothing,306,12611.97,9580.8,8.5
2023-09-10 16:53:05.917183432,South America,Clothing,371,42191.35,8243.58,6.7
2023-09-10 22:08:31.302260448,Asia,Electronics,598,41239.9,6649.66,4.9
2023-09-11 03:23:56.687337464,North America,Clothing,472,11931.55,1712.3,8.8
2023-09-11 08:39:22.072414480,South America,Clothing,447,5372.66,7369.8,6.8
2023-09-11 13:54:47.457491496,Europe,Electronics,136,48981.32,7297.42,4.5
2023-09-11 19:10:12.842568512,Europe,Electronics,206,15153.22,4308.17,8.3
2023-09-12 00:25:38.227645528,Europe,Home,230,43609.14,9255.38,5.8
2023-09-12 05:41:03.612722544,North America,Home,100,704.29,1753.08,4.3
2023-09-12 10:56:28.997799560,Asia,Electronics,420,1540.73,2746.64,9.4
2023-09-12 16:11:54.382876576,North America,Beauty,17,23560.63,725.92,6.9
2023-09-12 21:27:19.767953592,South America,Clothing,553,12316.38,7974.96,5.7
2023-09-13 02:42:45.153030608,Europe,Home,477,34647.14,6255.42,8.3
2023-09-13 07:58:10.538107616,North America,Clothing,329,28495.43,3217.91,9.3
2023-09-13 13:13:35.923184632,North America,Sports,403,4335.55,1721.76,4.0
2023-09-13 18:29:01.308261648,Asia,Electronics,278,8550.1,497.46,8.1
2023-09-13 23:44:26.693338664,Asia,Beauty,200,19708.44,1750.78,8.6
2023-09-14 04:59:52.078415680,Europe,Sports,870,9687.4,4587.52,5.3
2023-09-14 10:15:17.463492696,North America,Sports,684,39715.01,2547.05,6.9
2023-09-14 15:30:42.848569712,North America,Sports,70,21095.48,2663.92,4.5
2023-09-14 20:46:08.233646728,Asia,Electronics,447,5124.88,8768.21,8.5
2023-09-15 02:01:33.618723744,North America,Home,273,24474.97,5199.86,9.1
2023-09-15 07:16:59.003800760,North America,Electronics,806,4996.49,7319.59,4.6
2023-09-15 12:32:24.388877776,North America,Home,104,6882.4,453.54,8.9
2023-09-15 17:47:49.773954792,Asia,Sports,562,12360.69,3715.12,8.6
2023-09-15 23:03:15.159031808,Europe,Sports,935,43046.62,4843.78,6.1
2023-09-16 04:18:40.544108816,South America,Beauty,479,46268.32,1945.53,8.1
2023-09-16 09:34:05.929185832,Europe,Home,670,41399.76,1289.9,4.0
2023-09-16 14:49:31.314262848,South America,Sports,725,17036.82,8716.01,9.6
2023-09-16 20:04:56.699339864,North America,Clothing,788,13986.1,9400.37,7.3
2023-09-17 01:20:22.084416880,Europe,Beauty,523,27683.21,880.19,7.7
2023-09-17 06:35:47.469493896,South America,Electronics,699,36231.73,3555.29,8.0
2023-09-17 11:51:12.854570912,Asia,Beauty,946,49671.95,9587.03,7.4
2023-09-17 17:06:38.239647928,Asia,Clothing,203,7012.75,923.3,9.1
2023-09-17 22:22:03.624724944,Europe,Home,491,2939.95,6472.05,7.7
2023-09-18 03:37:29.009801960,Europe,Electronics,908,34870.62,9724.99,9.4
2023-09-18 08:52:54.394878976,North America,Electronics,345,41695.18,9784.41,7.5
2023-09-18 14:08:19.779955992,Europe,Home,444,42394.26,4765.11,5.0
2023-09-18 19:23:45.165033008,North America,Beauty,205,34083.95,1711.22,9.5
2023-09-19 00:39:10.550110016,North America,Sports,864,47723.78,2100.63,8.1
2023-09-19 05:54:35.935187032,Asia,Beauty,258,25794.74,8907.05,8.2
2023-09-19 11:10:01.320264048,Asia,Clothing,507,45733.83,9125.66,9.9
2023-09-19 16:25:26.705341064,South America,Sports,221,48406.7,6118.01,4.5
2023-09-19 21:40:52.090418080,Asia,Beauty,674,42434.29,7685.15,6.6
2023-09-20 02:56:17.475495096,Asia,Home,679,15833.05,7425.32,5.4
2023-09-20 08:11:42.860572112,Europe,Clothing,475,10212.67,6652.03,7.8
2023-09-20 13:27:08.245649128,Asia,Clothing,883,27631.94,8290.04,8.8
2023-09-20 18:42:33.630726144,South America,Clothing,660,22924.23,6885.53,9.8
2023-09-20 23:57:59.015803160,Europe,Sports,230,43949.04,5386.62,6.7
2023-09-21 05:13:24.400880176,South America,Electronics,282,5451.57,2445.87,8.7
2023-09-21 10:28:49.785957192,Asia,Sports,163,13258.13,7464.49,9.5
2023-09-21 15:44:15.171034208,South America,Beauty,258,37714.05,4787.03,8.1
2023-09-21 20:59:40.556111224,Europe,Electronics,288,5201.84,3018.44,5.5
2023-09-22 02:15:05.941188232,North America,Beauty,449,16377.84,8039.27,7.6
2023-09-22 07:30:31.326265248,South America,Electronics,957,19664.19,6997.46,9.8
2023-09-22 12:45:56.711342264,South America,Sports,825,31318.39,9379.66,9.9
2023-09-22 18:01:22.096419280,Europe,Clothing,285,8327.57,1737.87,7.9
2023-09-22 23:16:47.481496296,Europe,Home,523,43099.92,6526.97,9.3
2023-09-23 04:32:12.866573312,South America,Clothing,97,22653.34,2517.97,5.2
2023-09-23 09:47:38.251650328,Asia,Sports,808,45892.57,9045.47,5.5
2023-09-23 15:03:03.636727344,South America,Electronics,932,23659.56,1085.04,9.7
2023-09-23 20:18:29.021804360,Europe,Clothing,651,14114.49,6596.0,4.8
2023-09-24 01:33:54.406881376,North America,Sports,514,7520.53,7931.75,5.1
2023-09-24 06:49:19.791958392,North America,Beauty,599,685.38,3613.69,6.5
2023-09-24 12:04:45.177035408,Asia,Home,781,26841.8,9545.97,7.5
2023-09-24 17:20:10.562112424,South America,Clothing,250,5804.26,8522.23,7.6
2023-09-24 22:35:35.947189432,North America,Electronics,662,19890.52,3016.72,5.8
2023-09-25 03:51:01.332266448,South America,Beauty,749,29668.95,174.66,9.5
2023-09-25 09:06:26.717343464,Europe,Sports,684,14146.45,3036.91,9.5
2023-09-25 14:21:52.102420480,North America,Home,245,9173.6,2884.97,6.4
2023-09-25 19:37:17.487497496,Asia,Electronics,137,38848.72,8910.65,6.6
2023-09-26 00:52:42.872574512,Europe,Sports,512,47366.16,9674.5,8.2
2023-09-26 06:08:08.257651528,Asia,Sports,209,5471.8,797.36,8.0
2023-09-26 11:23:33.642728544,Europe,Clothing,971,8201.72,4765.82,6.3
2023-09-26 16:38:59.027805560,North America,Clothing,911,48020.63,5528.49,6.5
2023-09-26 21:54:24.412882576,Asia,Electronics,552,2370.32,1019.83,6.1
2023-09-27 03:09:49.797959592,Asia,Sports,511,48892.8,3837.23,5.4
2023-09-27 08:25:15.183036608,Europe,Clothing,659,729.9,3239.12,6.7
2023-09-27 13:40:40.568113624,Asia,Home,501,43746.6,5406.96,8.1
2023-09-27 18:56:05.953190632,Europe,Home,30,15712.6,6645.79,8.5
2023-09-28 00:11:31.338267648,Europe,Sports,243,46960.15,7064.5,8.7
2023-09-28 05:26:56.723344664,Europe,Clothing,723,16188.79,1453.87,6.2
2023-09-28 10:42:22.108421680,Europe,Electronics,800,32888.16,8148.18,8.6
2023-09-28 15:57:47.493498696,North America,Electronics,652,4461.61,6817.57,4.0
2023-09-28 21:13:12.878575712,Europe,Electronics,425,12495.33,8901.84,6.9
2023-09-29 02:28:38.263652728,South America,Home,157,38797.13,4548.43,8.8
